brand,name,price,spec_rating,processor,CPU,Ram_type,ROM_type,GPU,display_size,OS,warranty,resolution,storage_gb,ram_gb,brand_encoded,processor_encoded,OS_encoded,Ram_type_encoded,ROM_type_encoded
HP,Victus 15-fb0157AX Gaming Laptop,49900,73.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB AMD Radeon RX 6500M,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,105,12,2,1
HP,15s-fq5007TU Laptop,39900,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,34,12,2,1
Acer,One 14 Z8-415 Laptop,26990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,1,15,12,2,1
Lenovo,Yoga Slim 6 14IAP8 82WU0095IN Laptop,59729,66.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,3136000.0,512.0,16.0,14,39,12,8,1
Apple,MacBook Air 2020 MGND3HN Laptop,69990,69.32352941176471,Apple M1,Octa Core (4P + 4E),DDR4,SSD,Apple M1 Integrated Graphics,13.3,Mac OS,1,4096000.0,256.0,8.0,2,160,7,2,1
Acer,Extensa EX214-53 Laptop,39990,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,1,39,12,2,1
Dell,Inspiron 3520 D560896WIN9B Laptop,36790,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,34,12,2,1
Acer,Nitro V ANV15-51 2023 Gaming Laptop,76990,63.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,61,12,4,1
Asus,Vivobook 15 X1502ZA-EJ523WS Laptop,48990,64.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,Intel Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,3,42,12,2,1
Samsung,Galaxy Book2 Pro 13 Laptop,74990,68.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,1,2073600.0,512.0,16.0,21,39,12,8,1
Lenovo,V15 G3 IAP 82TTA08AIN Laptop,49990,69.32352941176471,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,45,12,2,1
Ultimus,Pro NU14U3INC43BN-CS Laptop,10990,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",DDR4,SSD,Intel Integrated UHD Graphics,14.1,Windows 11 OS,1,1049088.0,128.0,4.0,23,171,12,2,1
Asus,TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop,72990,76.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,42,12,2,1
Primebook,4G Android Laptop,10990,69.32352941176471,MediaTek MTK8788,Octa Core,LPDDR4,Hard-Disk,ARM Mali G72,11.6,Android 11 OS,1,1049088.0,64.0,4.0,18,182,0,5,0
Lenovo,V15 G4 ‎82YU00W7IN Laptop,29990,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,126,12,8,1
Asus,TUF Gaming F15 FX506HF-HN024W Gaming Laptop,53649,70.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,3,26,12,2,1
MSI,Modern 14 C11M-031IN Laptop,33990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel Integrated UHD,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,15,15,12,2,1
Infinix,Zerobook 2023 Laptop,79990,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",LPDDR5X,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,2073600.0,1024.0,32.0,12,75,12,9,1
HP,Victus 15-fa0666TX Gaming Laptop,68990,65.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,40,12,2,1
Lenovo,IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop,45990,71.0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,20,12,2,1
Asus,Vivobook 16X 2022 M1603QA-MB502WS Laptop,49900,65.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Vega 7,16.0,Windows 11 OS,1,2304000.0,512.0,8.0,3,105,12,2,1
Apple,MacBook Air 2022 Laptop,104990,69.32352941176471,Apple M2,Octa Core (4P + 4E),DDR4,SSD,8-Core GPU,13.6,Mac OS,1,4259840.0,256.0,8.0,2,164,7,2,1
Acer,Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop,54990,72.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,40,12,2,1
HP,15s-fq2510tu Laptop,49580,64.0,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",DDR4,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,24,12,2,1
Asus,Vivobook 16X 2022 M1603QA-MB711WS Laptop,55990,71.0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon Vega 7,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,111,12,2,1
HP,15s-eq2132AU Laptop,43990,63.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,104,12,2,1
HP,255 G9 840T7PA Laptop,19850,69.32352941176471,3rd Gen AMD Athlon 3050U,"Dual Core, 2 Threads",DDR4,SSD,AMD Integrated,15.6,DOS OS,1,1049088.0,256.0,4.0,9,83,3,2,1
Acer,Extensa 15 EX215-33 2023 Laptop,28990,69.32352941176471,Intel Core i3 N305,"Octa Core, 8 Threads",LPDDR5,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,177,12,8,1
Acer,Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop,54999,71.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,39,12,2,1
Dell,Inspiron 3530 Laptop,70990,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,6,66,12,2,1
Lenovo,IdeaPad Gaming 3 82SB00V2IN Laptop,56889,60.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,119,12,2,1
Acer,Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop,179880,78.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4070,16.0,Windows 11 OS,1,2304000.0,1024.0,16.0,1,76,12,4,1
HP,Victus 15-fb0150AX Gaming Laptop,53790,71.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,105,12,2,1
Acer,Aspire Lite AL15 Laptop,37990,60.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,104,12,2,1
Acer,Nitro 5 AN515-58 NH.QFSSI.001 Gaming Laptop,96990,77.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR4,SSD,8GB NVIDIA GeForce RTX 3070 Ti,15.6,Windows 11 OS,1,3686400.0,1024.0,16.0,1,48,12,2,1
HP,Pavilion 15-eg3081TU Laptop,71990,66.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,Intel Integrated Integrated,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,59,12,2,1
HP,Victus 16-d0333TX Gaming Laptop,59990,75.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,16.1,Windows 11 OS,1,2073600.0,512.0,16.0,9,26,12,2,1
Lenovo,IdeaPad Slim 5 14IAH8 83BF0045IN Laptop,62990,60.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",LPDDR5,SSD,Intel Graphics,14.0,Windows 11 OS,1,2304000.0,1024.0,16.0,14,40,12,8,1
Infinix,INBook X3 Slim XL422 2023 Laptop,30990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",LPDDR4X,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,12,34,12,6,1
Lenovo,LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop,74990,70.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,40,12,4,1
HP,15s-fr2515TU Laptop,36490,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,15,12,2,1
Dell,G15-5520 2023 Laptop,77990,73.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,6,42,12,4,1
Samsung,Galaxy Book2 NP550XED-KA2IN Laptop,54990,62.0,12th Gen Intel Core i5 1235U ,"10 Cores (2P + 8E), 12 Threads",LPDDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,21,38,12,5,1
Lenovo,IdeaPad 3 15IAU7 82RK00WXIN Laptop,41190,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD Graphics ,15.6,Windows 11 OS,1,2073600.0,256.0,8.0,14,34,12,2,1
Asus,ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop,89990,70.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,62,12,4,1
Lenovo,Legion 9i 2023 Laptop,399999,84.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,16GB NVIDIA GeForce RTX 4090,16.0,Windows 11 OS,1,6400000.0,1024.0,32.0,14,79,12,4,1
Wings,Nuvobook V1 Laptop,31990,69.32352941176471,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,26,23,12,2,1
Dell,Inspiron 3525 Laptop,31490,69.32352941176471,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",DDR4,SSD,AMD Radeon Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,94,12,2,1
HP,Victus 15-fa0555TX  Laptop,70590,71.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,40,12,2,1
Asus,TUF Gaming F15 2023 FX507ZV-LP094W Gaming Laptop,104990,78.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,51,12,2,1
Lenovo,V15 82QYA00MIN Laptop,23990,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",DDR4,SSD,Intel Integrated Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,256.0,8.0,14,171,12,2,1
HP,255 G9 7B1L8PA Laptop,37999,64.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1,1049088.0,512.0,8.0,9,107,12,2,1
Honor,MagicBook X14 2023 ‎FRI-F56 Laptop,52990,66.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,Intel UHD Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,10,40,12,2,1
Lenovo,V15 82KDA01BIH Laptop,30849,62.0,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",DDR4,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,94,12,2,1
HP,Victus 15-fa0070TX Laptop,58990,70.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,40,12,2,1
Zebronics,ZEB-NBC 2S Laptop,34990,63.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",LPDDR4X,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,28,27,12,6,1
Lenovo,ThinkBook 15 Gen 5 21JF0026MJ Laptop,49990,69.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon AMD,16.0,Windows 11 OS,1,2073600.0,512.0,16.0,14,135,12,2,1
HP,15S-FQ5202TU Laptop,51780,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,37,12,2,1
Asus,TUF Gaming F15 FX506HE-HN382W Gaming Laptop,68990,71.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050 Ti,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,30,12,2,1
Asus,TUF Gaming F15 FX577ZC-HN192W Gaming Laptop,85990,76.0,12th Gen Intel Core i7 12700H ,"14 Cores, 20 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,3,52,12,4,1
Lenovo,LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop,96990,67.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,70,12,4,1
Lenovo,Legion Y9000X 2023 Laptop,148990,80.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,6400000.0,1024.0,32.0,14,75,12,4,1
Asus,TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop,72990,75.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 3050,17.3,Windows 11 OS,1,2073600.0,512.0,16.0,3,42,12,4,1
Dell,Inspiron 5430 Laptop,84490,66.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,1024.0,16.0,6,68,12,8,1
Asus,Vivobook 15 X1502ZA-EJ741WS Laptop,60990,67.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR4,SSD,Intel Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,48,12,2,1
Infinix,INBook X2 Slim Series XL23 Laptop,33990,69.32352941176471,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",LPDDR4X,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,12,27,12,6,1
Asus,VivoBook 14 X415EA-EK344WS Notebook,35990,64.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel Integrated Intel UHD,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,3,15,12,2,1
Acer,Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop,60990,70.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,40,12,2,1
Xiaomi,Redmi Book 14 2023 Laptop,43990,69.32352941176471,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,5184000.0,512.0,16.0,27,42,12,4,1
Asus,Vivobook 16X 2023 K3605ZF-MB541WS Laptop,62990,72.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,40,12,2,1
MSI,GF63 Thin 11UC-1294IN Gaming Laptop,65990,76.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",DDR4,Hard-Disk,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,15,30,12,2,0
Infinix,INBook Y1 Plus Neo XL30 Laptop,23990,69.32352941176471,11th Gen Intel Celeron N5100,"Quad Core, 4 Threads",LPDDR4X,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,12,13,12,6,1
Asus,TUF Gaming F15 FX506HC-HN362WS Gaming Laptop,61990,72.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,26,12,2,1
Dell,Inspiron 3525 Laptop,36990,62.0,5th Gen AMD Ryzen 3 5425U,"Quad Core, 8 Threads",DDR4,SSD,AMD Radeon Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,95,12,2,1
Asus,Vivobook 16X 2022 M1603QA-MB511WS Laptop,50970,65.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Vega 7 Graphics,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,105,12,2,1
Dell,Precision 5550 Laptop,184999,70.0,10th Gen Intel Core i7 10750H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA ,15.6,Windows 10 OS,0,2304000.0,512.0,16.0,6,10,10,2,1
HP,Omen 16-XD0007ax Gaming Laptop,109990,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,16.1,Windows 11 OS,1,2073600.0,1024.0,16.0,9,139,12,4,1
Zebronics,Pro Series Z ZEB-NBC 4S Laptop,42990,69.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,28,37,12,2,1
HP,15s-fq5185TU Laptop,39150,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,34,12,2,1
Acer,Swift Go NXKPZSI002 Laptop,92999,64.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,5184000.0,512.0,16.0,1,63,12,8,1
HP,Victus 16-s0095AX Gaming Laptop,80990,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,16.1,Windows 11 OS,1,2073600.0,512.0,16.0,9,139,12,4,1
HP,Victus 15-FB1001AX Gaming Laptop,55850,70.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,132,12,4,1
Acer,Aspire Lite AL15-51 UN.431SI.288 Laptop,38990,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Iris XE Graphics ,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,23,12,2,1
MSI,Thin GF63 11UCX-1492IN Gaming Laptop,53990,73.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",DDR4,Hard-Disk,GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,15,19,12,2,0
Infinix,INBook X3 Slim XL422 Laptop,38990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,12,37,12,6,1
HP,Omen 16-xf0060AX Gaming Laptop,139234,80.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,2073600.0,1024.0,16.0,9,139,12,4,1
MSI,Thin GF63 11UC-1490IN Gaming Laptop,57990,73.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",DDR4,Hard-Disk,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,15,19,12,2,0
Lenovo,LOQ 2023 Gaming Laptop,89999,64.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,61,12,4,1
Acer,One 14 Z8-415 ‎2023 Laptop,37990,60.0,11th Gen Intel Core i5  1135G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,1,18,12,2,1
Asus,VivoBook 14 X415EA-EK326WS Notebook,30990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel Integrated Intel UHD,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,3,15,12,2,1
Dell,G15-5530 GN5530D83M6002ORB1 Gaming Laptop,92990,71.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,6,62,12,4,1
HP,15s-fr5009TU Laptop,42990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,34,12,2,1
Asus,TUF Gaming F15 FX506HF-HN025W Gaming Laptop,59089,72.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,26,12,2,1
HP,Victus 15-fa0998TX Gaming Laptop,72999,72.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,40,12,2,1
HP,Omen 16-n0123AX Gaming Laptop,126742,77.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16.1,Windows 11 OS,1,3686400.0,1024.0,16.0,9,120,12,4,1
Apple,MacBook Air 15 2023 Laptop,126990,69.32352941176471,Apple M2,Octa Core (4P + 4E),DDR4,SSD,10-Core GPU,15.3,Mac OS,1,5368320.0,256.0,8.0,2,164,7,2,1
Samsung,Galaxy Book2 NP550XED-KA1IN 15 Laptop,49990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",LPDDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,21,37,12,5,1
Dell,Inspiron 5420 Laptop,74390,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,Intel Integrated UHD,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,6,39,12,4,1
Dell,Inspiron 3520 D560871WIN9B Laptop,52990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,37,12,2,1
Lenovo,IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,60990,67.0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050 Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,20,12,2,1
HP,Omen 16-n0079AX Gaming Laptop,98174,80.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",DDR5,SSD,8GB AMD Radeon RX 6650M,16.1,Windows 11 OS,1,2073600.0,512.0,16.0,9,120,12,4,1
Lenovo,E41-55 Laptop,18990,69.32352941176471,AMD Athlon Pro 3045B,"Dual Core, 2 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2073600.0,256.0,8.0,14,157,12,2,1
Asus,VivoBook 15 X515EA-EJ522WS Laptop,38990,60.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,3,23,12,2,1
HP,14s-fq1092au Laptop,41950,64.0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,9,97,12,2,1
